,0,1,2
0,Didahului oleh:Alben W. Barkley,Wakil Presiden Amerika Serikat20 Januari 1953–20 Januari 1961,Diteruskan oleh:Lyndon B. Johnson
1,Didahului oleh:Lyndon B. Johnson,Presiden Amerika Serikat20 Januari 1969–9 Agustus 1974,Diteruskan oleh:Gerald Ford
2,Didahului oleh:Jerry Voorhis,Anggota Kongres ke-12 Distrik California1947–1950,Diteruskan oleh:Patrick J. Hillings
