,0,1,2
0,Antiokhos XI Epifanis Kekaisaran SeleukiaLahir: Tidak diketahui Meninggal: 93 SM,Antiokhos XI Epifanis Kekaisaran SeleukiaLahir: Tidak diketahui Meninggal: 93 SM,Antiokhos XI Epifanis Kekaisaran SeleukiaLahir: Tidak diketahui Meninggal: 93 SM
1,Didahului oleh:Seleukos VIDemetrius IIIAntiokhos X,Raja Suriah94–93 SMbersama dengan Demetrius III (94–93 SM) Antiokhos X (94–93 SM) Filipos I (94–93 SM),Diteruskan oleh:Demetrius IIIAntiokhos XFilipos I
