,J e p a n g,J e p a n g . 1,J e p a n g . 2
0,"Didahului oleh:Nagako, Permaisuri Kōjun",Permaisuri Kaisar Jepang7 Januari 1989 - 30 April 2019,Diteruskan oleh:Owada Masako
