,0,1,2
0,,,
1,Volume berlebih campuran etanol dengan air (kontraksi volume),Kalor pencampuran campuran etanol dengan air,Kesetimbangan uap-cair campuran etanol dengan air (termasuk pula azeotrop)
2,,,
3,Kesetimbangan padat-cair dari campuran etanol dan air (termasuk eutektikum),Celah ketercampuran (miscibility gap) pada campuran dodekana dan etanol]],
