,G e l a r   k e b a n g s a w a n a n,G e l a r   k e b a n g s a w a n a n . 1,G e l a r   k e b a n g s a w a n a n . 2
0,Didahului oleh:Muhammad Alam,Sultan Brunei1829–1852,Diteruskan oleh:Abdul Momin
