,J a b a t a n   p o l i t i k,J a b a t a n   p o l i t i k . 1,J a b a t a n   p o l i t i k . 2
0,Didahului oleh:Tassos Papadopoulos,Presiden Siprus2008–2013,Diteruskan oleh:Nicos Anastasiades
