,J a b a t a n   p o l i t i k,J a b a t a n   p o l i t i k . 1,J a b a t a n   p o l i t i k . 2
0,Didahului oleh:Pendiri Kesultanan,Sultan Brunei1368-1402,Diteruskan oleh:Abdul Majid Hassan
