,0,1,2
0,William sang Penakluk Wangsa NormandiaLahir: 1028 Meninggal: 9 September 1087,William sang Penakluk Wangsa NormandiaLahir: 1028 Meninggal: 9 September 1087,William sang Penakluk Wangsa NormandiaLahir: 1028 Meninggal: 9 September 1087
1,Didahului oleh:Edgar Ætheling,Raja Inggris1066–1087,Diteruskan oleh:William Rufus
2,Didahului oleh:Robert Gemilang,Adipati Normandia1035–1087,Diteruskan oleh:Robert Courteheuse
