,0,1,2
0,Didahului oleh:Harald I dari Denmark,Raja Denmark985/986-1014,Diteruskan oleh:Harald II
1,Didahului oleh:Harald I,Raja Norwegia985/986-995,Diteruskan oleh:Olav Tryggvason
2,Didahului oleh:Olav I,Raja Norwegia1000-1014dengan Eirikr Hakonarson dan Sveinn Hákonarson,Diteruskan oleh:Olav II
3,Didahului oleh:Ethelred II,Raja Inggris1013-1014,Diteruskan oleh:Ethelred II
