,0,1,2
0,Korab,2.764 m,9.396 kaki
1,Pegunungan Šar,2.747 m,9.012 kaki
2,Pegunungan Baba,2.601 m,8.533 kaki
3,Jakupica,2.540 m,8.333 kaki
4,Nidze,2.521 m,8.271 kaki
5,Deshat,2.373 m,"7,785 kaki"
6,Galichica,2.288 m,7.507 kaki
7,Stogovo,2.273 m,7.457 kaki
8,Jablanica,2.257 m,7.405 kaki
9,Osogovo,2.251 m,7.383 kaki
10,Bistra,2.163 m,7.096 kaki
11,Plachkovica,1.754 m,5.754 kaki
