,0,1,2
0,Charles Vyner Brooke Brooke familyLahir: 26 September 1874 Meninggal: 9 May 1963,Charles Vyner Brooke Brooke familyLahir: 26 September 1874 Meninggal: 9 May 1963,Charles Vyner Brooke Brooke familyLahir: 26 September 1874 Meninggal: 9 May 1963
1,Gelar,Gelar,Gelar
2,Didahului oleh:Charles,Raja Sarawak1917-1946,Diteruskan oleh:None(Sarawak menjadi Koloni mahkota)
3,Jabatan politik,Jabatan politik,Jabatan politik
4,Didahului oleh:Charles,Kepala Pemerintahan Sarawak1917-1946,Diteruskan oleh:Charles Noble Arden Clarke(sebagai Gubernur Koloni Sarawak)
5,Hanya gelar saja,Hanya gelar saja,Hanya gelar saja
6,Didahului oleh:None,— TITULER —tituler Raja Sarawak1946-1963,Diteruskan oleh:Anthony Walter Dayrell Brooke(tidak mengklaim lagi hak atas tahta)
