,0,1,2
0,Napoleon Bonaparte Wangsa Bonaparte,Napoleon Bonaparte Wangsa Bonaparte,Napoleon Bonaparte Wangsa Bonaparte
1,Jabatan politik,Jabatan politik,Jabatan politik
2,Didahului oleh:konsul dibentuk,Konsulat Prancis1799-1804,Diteruskan oleh:dirinya sebagai Kaisar
3,Didahului oleh:Louis XVII de facto,Kaisar Prancis1804-1814,Diteruskan oleh:Louis XVIII
4,Didahului oleh:Louis XVIII,Kaisar Prancis1815-1815,Diteruskan oleh:Louis XVIIIRaja Prancis
