,0,1,2
0,Mary I dari Inggris Wangsa TudorLahir: 18 Februari 1516 Meninggal: 17 November 1558,Mary I dari Inggris Wangsa TudorLahir: 18 Februari 1516 Meninggal: 17 November 1558,Mary I dari Inggris Wangsa TudorLahir: 18 Februari 1516 Meninggal: 17 November 1558
1,Gelar kebangsawanan,Gelar kebangsawanan,Gelar kebangsawanan
2,Didahului oleh:Edward VI atau Jane,"Ratu InggrisRatu Irlandia19 Juli 1553 – 17 November 1558bersama dengan Felipe, Raja Spanyol (1554–1558)",Diteruskan oleh:Elizabeth I
3,Gelar penyandang kekuasaan,Gelar penyandang kekuasaan,Gelar penyandang kekuasaan
4,LowongTerakhir dijabat olehIsabella dari Portugal,Permaisuri Raja Napoli Istri Adipati Milan1554–1558,LowongSelanjutnya dijabat olehElisabeth dari Valois
5,LowongTerakhir dijabat olehIsabella dari Portugal,"Permaisuri Raja Spanyol, Sardinia, dan Sisilia Istri Adipati Burgundi16 January 1556 – 17 November 1558",LowongSelanjutnya dijabat olehElisabeth dari Valois
