,0,1,2
0,Didahului oleh:Ahmed Hassan al-Bakr,Presiden Irak16 Juli 1979 –9 April 2003,Diteruskan oleh:Pemerintahan Transisi pimpinan Jay Garner dan Rekonstruksi Irak
1,Didahului oleh:Ahmed Hassan al-Bakr,Perdana Menteri Irak1979 –1991,Diteruskan oleh:Sa'dun Hammadi
2,Didahului oleh:Ahmad Husayn Khudayir as-Samarrai,Perdana Menteri Irak2004 –2003,Diteruskan oleh:Iyad Allawi (2004-2005)
3,Didahului oleh:Ahmed Hassan al-Bakr,Ketua Dewan Komando Revolusioner Irak1979-2003,Diteruskan oleh:Dibubarkan
