,J a b a t a n   k e a g a m a a n,J a b a t a n   k e a g a m a a n . 1,J a b a t a n   k e a g a m a a n . 2
0,Jabatan baru,Uskup Lindisfarne635–651,Diteruskan oleh:Finan
