,T a h a p a n   h i d u p   m a n u s i a,T a h a p a n   h i d u p   m a n u s i a . 1,T a h a p a n   h i d u p   m a n u s i a . 2,T a h a p a n   h i d u p   m a n u s i a . 3,T a h a p a n   h i d u p   m a n u s i a . 4
0,,,,,
1,,,,,
2,Bayi laki-laki dan perempuan,Anak laki-laki dan perempuan sebelum pubertas,Laki-laki dan perempuan remaja,Laki-laki dan perempuan dewasa,Laki-laki dan perempuan lansia
