,N a m a   u m u m,N a m a   s i s t e m a t i s,R u m u s   k i m i a,S t r u k t u r   k i m i a,N o m o r   C A S,I n C h I
0,Alkohol atauetil alkohol,Etanol,C2H5OH,,[64-17-5],"1/C2H6O/c1-2-3/h3H,2H2,1H3"
