,0,1
0,"Alfeld (Leine), Jerman (sejak 1958)  Belgorod, Rusia (sejak 1991)  Castres, Prancis[3] (sejak 1953)  Castrop-Rauxel, Jerman (sejak 1949)","Girona, Spanyol (sejak 1990)  Hénin-Beaumont, Prancis[3] (sejak 1972)  Herne, Jerman (sejak 1956)  Konin, Polandia (sejak 1996)"
