,P e n g h a r g a a n   d a n   p r e s t a s i,P e n g h a r g a a n   d a n   p r e s t a s i . 1,P e n g h a r g a a n   d a n   p r e s t a s i . 2
0,Didahului oleh:Cliff Robertsonuntuk Charly,Academy Award for Best Actor1969untuk True Grit,Diteruskan oleh:George C. Scottuntuk Patton
