,J a b a t a n   p o l i t i k,J a b a t a n   p o l i t i k . 1,J a b a t a n   p o l i t i k . 2
0,Didahului oleh:Abel GoumbaSebagai Perdana Menteri Oubangui-Chari,Perdana Menteri Republik Afrika Tengah1958–1959,Diteruskan oleh:David Dacko
