,0,1,2
0,Tryphaena Kekaisaran SeleukiaLahir: c. 141 BC Meninggal: 111 BC,Tryphaena Kekaisaran SeleukiaLahir: c. 141 BC Meninggal: 111 BC,Tryphaena Kekaisaran SeleukiaLahir: c. 141 BC Meninggal: 111 BC
1,Didahului oleh:Cleopatra Thea,Permaisuri Kekaisaran Seleukia124 BC–111 BCbersama dengan Cleopatra Thea (125–121 BC)Antiokhos VIII Grypos (125–96 BC),Diteruskan oleh:Kleopatra Selini
