,0,1,2
0,A,B,C
1,"Asak: asalkan Aok: oke Arep: harap Aki/Akek: Kakek Amak: tungau/Hama. Bisa juga diartikan sebagai si pembuat masalah Aik: air Arec: hari Antu, antek: Hantu Anter, antet: antar Alem, mintak alem: cari perhatian Along: Lebih baik,Mending Ape: apa Asuk, asek: anjing Apetah, ngape: mengapa","Bandar: got Bantet: Robek Basing: terserah Belagak, Besak lagak: Sombong Be: ber Bulak/Bebulak: bohong/berbohong Begawe/Begawi: bekerja Betambun, Nambun ,Bejibun: Banyak Bentet: berisi Basenglah, mengkenek: terserahlah Begagil: Bercanda Bilung, bilong: telinga Biting: peniti Budak: Anak","Cuman: cuma Carik, sac: cari Camui: lobang galian bekas tambang timah Carak,Kecarak: orang yang hidupnya jorok Kenal: cantik Cion, Cikar: cantik Cuman, Cuma: hanya Cak-cak: pura-pura Cemmana/Macemmana/nakmana: Bagaimana Cerudik: Banyak Tingkah"
2,R,S,U
3,"Rase, ase: rasa Renyek: mau Retak: peduli Ringem: merasa terganggu Rubung: mengerumuni Rungang: gigi ompong Runges: belepotan Rumeh, inger: berisik","Sepradik: Sepupu,saudara Sungot: Mulut,Sungut Surong: dorong Sape: siapa Sikok: satu Saking: terlalu semangat Sape: siapa Sarak: cerai Saro: sulit Suduk/Sindok: Sendok Sekaker: Rakus Seluar: Celana",Urang: orang Upis: permen Umon: banget Umong: bicarakan Uman: kayaknya Umah: rumah Udik: kampungan La payul: tidak (penolakan argumen)
