,0,1,2
0,Didahului oleh:(Konstituen baru),Anggota Parlemen untuk Dunfermline Utara1983–2005,Diteruskan oleh:(konstituen ditiadakan)
1,Didahului oleh:(konstituen dibentuk),Anggota Parlemen untuk Kirkcaldy dan Cowdenbeath2005,Diteruskan oleh:Sedang Menjabat
2,Didahului oleh:Kenneth Clarke,Menteri Keuangan Inggris1997–2007,Diteruskan oleh:Alistair Darling
3,Didahului oleh:Tony Blair,Perdana Menteri2007-2010,Diteruskan oleh:David Cameron
4,Didahului oleh:Tony Blair,Ketua Partai Buruh2007-2010,Diteruskan oleh:Harriet Harman
