,0,1,2
0,Didahului oleh:Francis L. Patton,Presiden Universitas Princeton1902 – 1910,Diteruskan oleh:John G. Hibben
1,Didahului oleh:Horace Baker(sebagai pejabat gubernur),Gubernur New Jersey1911 – 1913,Diteruskan oleh:James F. Fielder(sebagai pejabat gubernur)
2,Didahului oleh:William Jennings Bryan,"Nominator Presiden Partai Demokrat1912 (menang), 1916 (menang)",Diteruskan oleh:James M. Cox
3,Didahului oleh:William Howard Taft,Presiden Amerika Serikat4 Maret 1913 – 4 Maret 1921,Diteruskan oleh:Warren G. Harding
