,0,1,2
0,Didahului oleh:Arthur Neville Chamberlain,Perdana Menteri Britania Raya1940–1945,Diteruskan oleh:Clement Attlee
1,Didahului oleh:Clement Attlee,Perdana Menteri Britania Raya1951–1955,Diteruskan oleh:Sir Anthony Eden
