,0,1,2
0,Didahului oleh:Condoleezza Rice,Menteri Luar Negeri AS2009-2013,Diteruskan oleh:John Kerry
1,Didahului oleh:Barbara Jean Lunsford Pryor,Ibu Gubernur Arkansas1979–1981,Diteruskan oleh:Gay Daniels White
2,Didahului oleh:Gay Daniels White,Ibu Gubernur Arkansas1983–1992,Diteruskan oleh:Betty Tucker
3,Didahului oleh:Barbara Bush,Ibu Negara Amerika Serikat1993–2001,Diteruskan oleh:Laura Bush
4,Didahului oleh:Daniel Patrick Moynihan,Senator (Kelas 1) Amerika Serikat asal New York2001–2009,Diteruskan oleh:Kirsten Gillibrand
