,S k o r,D i a n g g a p   k u r a n g   k o r u p,D i a n g g a p   k u r a n g   k o r u p,D i a n g g a p   k u r a n g   k o r u p,D i a n g g a p   k u r a n g   k o r u p,D i a n g g a p   k u r a n g   k o r u p,D i a n g g a p   l e b i h   k o r u p,D i a n g g a p   l e b i h   k o r u p,D i a n g g a p   l e b i h   k o r u p,D i a n g g a p   l e b i h   k o r u p,D i a n g g a p   l e b i h   k o r u p
0,99–90,89–80,79–70,69–60,59–50,49–40,39–30,29–20,19–10,9–0,
