,L a k i - l a k i,P e r e m p u a n
0,Kelenjar bulbouretra Epididimis Penis Kulup Frenulum Kepala penis Prostat Skrotum Vesikula seminalis Testis,Kelenjar Bartholin Tuba fallopi Ovarium Kelenjar Skene Rahim Serviks Vagina Vulva Hymen Klitoris Frenulum klitoris Clitoral glans (glans clitoridis) Clitoral hood Labia Labia majora Labia minora Frenulum labia minora
