,0,1,2
0,Naruhito Wangsa YamatoLahir: 23 Februari 1960,Naruhito Wangsa YamatoLahir: 23 Februari 1960,Naruhito Wangsa YamatoLahir: 23 Februari 1960
1,Jepang,Jepang,Jepang
2,Didahului oleh:Akihito,Kaisar Jepang1 Mei 2019 — sekarang,Petahana
