,0,1,2
0,Antiokhos IX Kyzikinos Dinasti SeleukiaLahir: Tidak diketahui Meninggal: 96 SM,Antiokhos IX Kyzikinos Dinasti SeleukiaLahir: Tidak diketahui Meninggal: 96 SM,Antiokhos IX Kyzikinos Dinasti SeleukiaLahir: Tidak diketahui Meninggal: 96 SM
1,Didahului oleh:Antiokhos VIII Grypos,Raja Seleukia (Raja Suriah)114–96 SMbersama dengan Antiokhos VIII Grypos (125–96 SM),Diteruskan oleh:Seleukos VI Epifanis
