,0,1,2
0,Charles Johnson Brooke Brooke familyLahir: June 3 1829 Meninggal: May 17 1917,Charles Johnson Brooke Brooke familyLahir: June 3 1829 Meninggal: May 17 1917,Charles Johnson Brooke Brooke familyLahir: June 3 1829 Meninggal: May 17 1917
1,Gelar,Gelar,Gelar
2,Didahului oleh:James,Raja Sarawak1868-1917,Diteruskan oleh:Vyner
