,G e l a r   k e b a n g s a w a n a n,G e l a r   k e b a n g s a w a n a n . 1,G e l a r   k e b a n g s a w a n a n . 2
0,Ciptaan baru,Baronet(of Kinnordy)1864–1875,Extinct
