,P e n g h a r g a a n   d a n   p r e s t a s i,P e n g h a r g a a n   d a n   p r e s t a s i . 1,P e n g h a r g a a n   d a n   p r e s t a s i . 2
0,Didahului oleh:International Committee of the Red CrossandLeague of Red Cross Societies,Penerima Hadiah Nobel Perdamaian1964,Diteruskan oleh:UNICEF
