,P o t   1 A m e r i k a   S e l a t a n,P o t   2 E r o p a,P o t   3 L a t i n   E r o p a,P o t   4 L a i n n y a
0,Brasil (juara bertahan) Argentina Chili Uruguay,Inggris (tuan rumah) Hongaria Uni Soviet Jerman Barat,Prancis Portugal Spanyol Italia,Bulgaria Korea Utara Meksiko Swiss
