,P e n g h a r g a a n   d a n   p r e s t a s i,P e n g h a r g a a n   d a n   p r e s t a s i . 1,P e n g h a r g a a n   d a n   p r e s t a s i . 2
0,Didahului oleh:Harold Prince,Special Tony Award untuk Prestasi Seumur Hidup dalam bidang Teater2008,Diteruskan oleh:Jerry Herman
