,0,1,2
0,Didahului oleh:tidak ada,CEO Ford Motor Company1903-1919,Diteruskan oleh:Edsel Bryant Ford
1,Didahului oleh:Edsel Bryant Ford,CEO Ford Motor Company1943-1945,Diteruskan oleh:Henry Ford II
