,J a b a t a n   p o l i t i k,J a b a t a n   p o l i t i k . 1,J a b a t a n   p o l i t i k . 2
0,Didahului oleh:Sarino Mangunpranoto,Menteri Pendidikan dan Kebudayaan Indonesia1957—1966,Diteruskan oleh:Sarino Mangunpranoto
