,J a b a t a n   p o l i t i k,J a b a t a n   p o l i t i k . 1,J a b a t a n   p o l i t i k . 2
0,Didahului oleh:Putu Selly Handayanisebagai Penjabat Wali Kota,Wali Kota Mataram2016-2021,Diteruskan oleh:Mohan Roliskana
