,0,1,2
0,Didahului oleh:Fujiwara-kyō,Ibu kota Jepang710-740,Diteruskan oleh:Kuni-kyō
1,Didahului oleh:Shigarakinomiya,Ibu kota Jepang745-784,Diteruskan oleh:Nagaoka-kyō
