,0,1,2
0,Didahului oleh:Frank S. Black,Gubernur New York1899 - 1901,"Diteruskan oleh:Benjamin B. Odell, Jr."
1,Didahului oleh:Garret Hobart,Kandidat Wakil Presiden Partai Republik1900 (menang),Diteruskan oleh:Charles W. Fairbanks
2,Didahului oleh:Garret Hobart,Wakil Presiden Amerika Serikat4 Maret 1901 - 14 September 1901,Diteruskan oleh:Charles W. Fairbanks
3,Didahului oleh:William McKinley,Presiden Amerika Serikat14 September 1901 - 4 Maret 1909,Diteruskan oleh:William Howard Taft
4,Didahului oleh:William McKinley,Kandidat Presiden Partai Republik1904 (menang),Diteruskan oleh:William Howard Taft
5,Didahului oleh:–,Kandidat Presiden Partai Progresif1912 (kalah),Diteruskan oleh:–
