,P e r u b a h a n   b e n t u k   d w i h u r u f   V V,P e r u b a h a n   b e n t u k   d w i h u r u f   V V . 1,P e r u b a h a n   b e n t u k   d w i h u r u f   V V . 2
0,Dua U(two ues),,U ganda(double U)
