,0,1,2
0,Didahului oleh:Alexander Voloshin,Ketua Administrasi Kepresidenan Rusia2003 – 2005,Diteruskan oleh:Sergey Sobyanin
1,Didahului oleh:Mikhail Kasyanov,Wakil Perdana Menteri Pertama Rusia2005 – 2008,Diteruskan oleh:Igor Shuvalov
2,Didahului oleh:Vladimir Putin,Presiden Rusia7 Mei 2008 - 7 Mei 2012,Diteruskan oleh:Vladimir Putin
