,K o r e l a s i   t i n g g i,T i n g g i,R e n d a h,R e n d a h . 1,T a n p a   k o r e l a s i,T a k   a d a   k o r e l a s i   ( a c a k ),R e n d a h . 2,S e d a n g,S e d a n g . 1,T i n g g i . 1,K o r e l a s i   t i n g g i . 1
0,−1,< −0.9,> −0.9,< −0.4,> −0.4,0,<= +0.4,> +0.4,< +0.9,> +0.9,1
