,J a b a t a n   o r g a n i s a s i   I s l a m,J a b a t a n   o r g a n i s a s i   I s l a m . 1,J a b a t a n   o r g a n i s a s i   I s l a m . 2
0,Didahului oleh:Tidak ada,Ketua MUI27 Juli 1975—19 Mei 1981,Diteruskan oleh:Syukri Ghozali
