,J a b a t a n   p e m e r i n t a h a n,J a b a t a n   p e m e r i n t a h a n . 1,J a b a t a n   p e m e r i n t a h a n . 2
0,Didahului oleh:William Bligh,Gubernur New South Wales1810–1821,Diteruskan oleh:Thomas Brisbane
