,0,1,2
0,Didahului oleh:none,Gubernur Puerto Riko1508-1511,Diteruskan oleh:Juan Cerón
1,Didahului oleh:Cristóbal de Mendoza,Gubernur Puerto Riko1515-1519,Diteruskan oleh:Sánchez Velázquez
