,0,1,2
0,Didahului oleh:Ann Richards,Gubernur Texas17 Januari 1995–21 Desember 2000,Diteruskan oleh:Rick Perry
1,Didahului oleh:Bill Clinton,Presiden Amerika Serikat20 Januari 2001–20 Januari 2009,Diteruskan oleh:Barack Obama
2,Didahului oleh:Jacques Chirac,Ketua G-82004,Diteruskan oleh:Tony Blair
3,Didahului oleh:Bob Dole,"Nominasi Presiden Partai Republik2000 (menang), 2004 (menang)",Diteruskan oleh:Belum ada penggantinya
4,Didahului oleh:Jeff Bezos,Tokoh tahunan versi Time2000,Diteruskan oleh:Rudy Giuliani
