,0,1,2
0,Jutaan Ton di,2003.0,2013.0
1,Jagung,256.0,354.0
2,Daging sapi,12.0,11.7
3,"Susu sapi, utuh, segar",77.0,91.0
4,Daging ayam,14.7,17.4
5,Kedelai,67.0,89.0
6,Daging babi,9.1,10.5
7,Gandum,64.0,58.0
8,Serat kapas,4.0,2.8
9,Telur ayam,5.2,5.6
10,Daging kalkun,2.5,2.6
11,Tomat,11.4,12.6
12,Kentang,20.8,19.8
13,Anggur,5.9,7.7
14,Jeruk,10.4,7.6
15,"Nasi, padi",9.1,8.6
16,Apel,3.9,4.1
17,Sorgum,10.4,9.9
18,Selada,4.7,3.6
19,Biji kapas,6.0,5.6
20,Bit gula,30.7,29.8
