,0,1,2
0,Didahului oleh:Dick Cheney,Wakil Presiden Amerika Serikat20 Januari 2009 – 20 Januari 2017,Diteruskan oleh:Mike Pence
1,Didahului oleh:Donald Trump,Presiden Amerika Serikat20 Januari 2021 – sekarang,Diteruskan oleh:Petahana
