,0,1,2
0,Didahului oleh:Lester Maddox,Gubernur Georgia1971 – 1975,Diteruskan oleh:George Busbee
1,Didahului oleh:George McGovern,"Nominator Presiden Partai Demokrat1976 (menang), 1980 (kalah)",Diteruskan oleh:Walter Mondale
2,Didahului oleh:Gerald Ford,Presiden Amerika Serikat20 Januari 1977 – 20 Januari 1981,Diteruskan oleh:Ronald Reagan
3,Didahului oleh:PBBKofi Annan,Pemenang Nobel Perdamaian2002,Diteruskan oleh:Shirin Ebadi
4,Didahului oleh:Gerald Ford,Urutan protokoler Amerika SerikatHingga tahun 2006,Diteruskan oleh:George H. W. Bush
