,0,1,2
0,Kleopatra Wangsa PtolemaiosLahir: 69 SM Meninggal: 30 SM,Kleopatra Wangsa PtolemaiosLahir: 69 SM Meninggal: 30 SM,Kleopatra Wangsa PtolemaiosLahir: 69 SM Meninggal: 30 SM
1,Gelar kebangsawanan,Gelar kebangsawanan,Gelar kebangsawanan
2,Didahului oleh:Ptolemaios XII,"Ratu Mesir51–30 SMbersama dengan Ptolemaios XII, Ptolemaios XIII, Ptolemaios XIV, Ptolemaios XV",Jabatan dihapuskanMesir dianeksasi Republik Romawi
