,0,1,2
0,Aleksander Agung Dinasti ArgeadLahir: 356 SM Meninggal: 323 SM,Aleksander Agung Dinasti ArgeadLahir: 356 SM Meninggal: 323 SM,Aleksander Agung Dinasti ArgeadLahir: 356 SM Meninggal: 323 SM
1,Gelar kebangsawanan,Gelar kebangsawanan,Gelar kebangsawanan
2,Didahului oleh:Filipus II,Raja Makedonia336–323 SM,Diteruskan oleh:Filipus III & Aleksander IV
3,Didahului oleh:Darius III,Raja Diraja Iran330–323 SMjuga diklaim oleh Artahsasta V (330–329 SM),Diteruskan oleh:Filipus III & Aleksander IV
4,Didahului oleh:Darius III,Firaun Mesir332–323 SM,Diteruskan oleh:Filipus III & Aleksander IV
5,Ciptaan baru,Penguasa Asia331–323 SM,Diteruskan oleh:Filipus III & Aleksander IV
