,0,1,2
0,Henry VIII dari Inggris Wangsa TudorLahir: 28 Juni 1491 Meninggal: 28 Januari 1547,Henry VIII dari Inggris Wangsa TudorLahir: 28 Juni 1491 Meninggal: 28 Januari 1547,Henry VIII dari Inggris Wangsa TudorLahir: 28 Juni 1491 Meninggal: 28 Januari 1547
1,Gelar kebangsawanan,Gelar kebangsawanan,Gelar kebangsawanan
2,Didahului oleh:Henry VII,Lord Irlandia21 April 1509 – 1541,Crown of Ireland Act 1542
3,Didahului oleh:Henry VII,Raja Inggris21 April 1509 – 28 Januari 1547,Diteruskan oleh:Edward VI
4,LowongTerakhir dijabat olehRuaidrí Ua Conchobair,Raja Irlandia1541 – 28 Januari 1547,Diteruskan oleh:Edward VI
5,Bangsawan Inggris,Bangsawan Inggris,Bangsawan Inggris
6,LowongTerakhir dijabat olehArthur Tudor,Pangeran Wales1503 – 1509,LowongSelanjutnya dijabat olehEdward Tudor
