,0,1,2
0,Septimius Severus Dinasti SeveranLahir: 11 April 146 Meninggal: 4 Februari 211,Septimius Severus Dinasti SeveranLahir: 11 April 146 Meninggal: 4 Februari 211,Septimius Severus Dinasti SeveranLahir: 11 April 146 Meninggal: 4 Februari 211
1,Gelar kebangsawanan,Gelar kebangsawanan,Gelar kebangsawanan
2,Didahului oleh:Didius Julianus,"Kaisar Romawi193-211bersama Pescennius Niger (rival 193–194), Clodius Albinus (rival 193–197), Caracalla (198-211), Publius Septimius Geta (209-211)",Diteruskan oleh:Caracalla dan Geta
