,0,1,2
0,Richard II dari Inggris Wangsa PlantagenetLahir: 6 Januari 1367 Meninggal: 14 Februari 1400,Richard II dari Inggris Wangsa PlantagenetLahir: 6 Januari 1367 Meninggal: 14 Februari 1400,Richard II dari Inggris Wangsa PlantagenetLahir: 6 Januari 1367 Meninggal: 14 Februari 1400
1,Gelar,Gelar,Gelar
2,Didahului oleh:Edward III,Raja InggrisMaharaja Irlandia1377–1399,Diteruskan oleh:Henry IV
3,Didahului oleh:Edward III,Adipati Aquitania1377–1390,Diteruskan oleh:John II
4,Bangsawan Inggris,Bangsawan Inggris,Bangsawan Inggris
5,LowongTerakhir dijabat olehEdward si Pangeran Hitam,Pangeran WalesAdipati Cornwall1376–1377,LowongSelanjutnya dijabat olehHenry dari Monmouth
