,0,1,2,3
0,Kerajaan Skotlandia l.k. 843–1707,Digantikan oleh:Kerajaan Britania Raya1707–1801,Digantikan oleh:Kerajaan Bersatu Britania Raya dan Irlandia1801–1921,Digantikan oleh:Kerajaan Bersatu Britania Raya dan Irlandia Utarasejak 1921
